,title,text,time,image,country,3let,countrycode
10, ΗΠΑ: Η Γερουσία ενέκρινε τον διορισμό Μπλίνκεν ως υπουργό Εξωτερικών ," Η επιτροπή εξωτερικών υποθέσεων της αμερικανικής Γερουσίας ενέκρινε (15 ψήφοι υπέρ, 3 κατά) τον διορισμό του Άντονι Μπλίνκεν στο αξίωμα του υπουργού Εξωτερικών των ΗΠΑ. ",2021-01-26 06:57:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/antoni-blinken-gerousia-synenteyxi.jpg,ελλάδα,,GR
11, Καιρός: Ισχυρή κακοκαιρία με βροχές και καταιγίδες στα δυτικά -Πού θα πέσουν χιόνια ," Σημαντική επιδείνωση του καιρού αναμένεται από σήμερα καθώς προβλέπονται έντονα φαινόμενα κατά τόπους, με βροχές, καταιγίδες, ακόμη και χιόνια στα ορεινά. ",2021-01-26 06:48:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/kosmos-ompreles-vroxi.jpg,ελλάδα,,GR
12, Κορωνοϊός: 627 θάνατοι και 26.816 κρούσματα στην Βραζιλία , Το υπουργείο Υγείας της Βραζιλίας ανακοίνωσε 26.816 κρούσματα κορωνοϊού και 627 θανάτους το τελευταίο 24ωρο. ,2021-01-26 06:09:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/gynaika-maska-vrazilia.jpg,βραζιλία,,BR
13, Καναδάς: Το κοινοβούλιο καλεί τον Τριντό να χαρακτηρίσει τους Proud Boys τρομοκρατική οργάνωση ," Η κάτω Βουλή του κοινοβουλίου του Καναδά ενέκρινε ομόφωνα χθες απόφαση με την οποία καλεί τον πρωθυπουργό Τζάστιν Τριντό να θέσει εκτός νόμου στον Καναδά την υπερεθνικιστική οργάνωση Proud Boys («Περήφανα Αγόρια»), χαρακτηρίζοντάς τη «τρομοκρατική». ",2021-01-26 05:38:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/meli-proud-boys.jpg,καναδάς,,CA
14, Πρόσκληση της Μέρκελ στον Μπάιντεν για επίσκεψη στο Βερολίνο -Τηλεφωνική επικοινωνία των δύο ηγετών , Η Ανγκελα Μέρκελ προσκάλεσε τον ΗΠΑ Τζο Μπάιντεν να επισκεφτεί την Γερμανία όσο συντομότερα «το επιτρέψει η πανδημία» του νέου κορωνοϊού. ,2021-01-26 05:13:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/merkel-biden-koinovoulio-xeirapsia.jpg,ελλάδα,,GR
15, Μπάιντεν: Δεν περιμένω να καταδικαστεί ο Τραμπ από την Γερουσία ," Ο Τζο Μπάιντεν δήλωσε ότι δεν πιστεύει ως ο προκάτοχός του, ο Ρεπουμπλικάνος πρόεδρος Ντόναλντ Τραμπ, θα κριθεί ένοχος στη δίκη του στην αμερικανική Γερουσία για «υποκίνηση στάσης». ",2021-01-26 05:00:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/joe-biden-oval-grafeio-maska.jpg,ελλάδα,,GR
16, Ως 31 Μαρτίου οι αιτήσεις για την επιστροφή Ειδικού Φόρου Κατανάλωσης για αποθέματα κρασιού ," Ως τις 31 Μαρτίου παρατάθηκε η προθεσμία υποβολής των αιτήσεων από τους μικρούς οινοπαραγωγούς προς τα τελωνεία, για την επιστροφή ή διαγραφή του Ειδικού Φόρου Κατανάλωσης που εισπράχθηκε ή βεβαιώθηκε αντίστοιχα, για αποθέματα κρασιού τα οποία δεν είχαν διατεθεί στην κατανάλωση έως το τέλος του 2018. ",2021-01-26 04:35:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-01/wine-bar-potiri-krasi.jpg,ελλάδα,,GR
17, Βόρεια Μακεδονία: Ο Πενταρόφσκι υπέγραψε το διάταγμα απογραφής του πληθυσμού ," Ο πρόεδρος της Βόρειας Μακεδονίας Στέβο Πεντάροφσκι υπέγραψε προεδρικό διάταγμα για την εφαρμογή του νόμου σχετικά με την απογραφή του πληθυσμού, των νοικοκυριών και των κατοικιών το 2021. ",2021-01-26 04:17:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/stevo-pendarovfski.jpg,μακεδονία,,MK
18, Κορωνοϊός: Δεύτερος θάνατος στην Κίνα τον Ιανουάριο -82 τα νέα κρούσματα ," Ο δεύτερος θάνατος εξαιτίας του κορωνοϊού μέσα στον Ιανουάριο, καταγράφηκε στην Κίνα. ",2021-01-26 03:57:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/kinezoi-oura-maskes-giatros.jpg,κίνα,,CN
19, Σταϊκούρας: Αύξηση 57.3% στο λιανεμπόριο την περασμένη εβδομάδα ," Αύξηση κατά 57.3% παρουσίασε το λιανεμπόριο την εβδομάδα που έκανε επανεκίνηση, σε σχέση με την ίδια περίοδο ένα χρόνο πριν, τόνισε ο Χρήστος Σταϊκούρας. ",2021-01-26 03:40:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/staikouras-vouli.jpg,ελλάδα,,GR
20, Δήμας: Ποιοτικές και καλά αμειβόμενες οι νέες θέσεις εργασίας που προκύπτουν από το οικοσύστημα καινοτομίας , Οι νέες θέσεις εργασίας που προκύπτουν από το διαρκώς αναπτυσσόμενο οικοσύστημα καινοτομίας θα είναι ποιοτικές και καλά αμειβόμενες. ,2021-01-26 03:07:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-12/dimas-plai-stavromena-xeria.jpg,ελλάδα,,GR
21, Κορωνοϊός: Η Χιλή ξεπέρασε τα 700.000 κρούσματα ," Το υπουργείο Υγείας της Χιλής ανακοίνωσε ότι τις προηγούμενες 24 ώρες επιβεβαιώθηκαν 4.068 κρούσματα κορωνοϊού, ενώ το ίδιο διάστημα ακόμη 66 ασθενείς υπέκυψαν. ",2021-01-26 02:48:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/ilikiomenoi-maskes.jpg,χιλή,,CL
22, ΗΠΑ: Εγκρίθηκε ο διορισμός της Γέλεν ως νέα υπουργός Οικονομικών ," Η αμερικανική Γερουσία ενέκρινε τον διορισμό της Τζάνετ Γέλεν, της άλλοτε προέδρου της ομοσπονδιακής κεντρικής τράπεζας των ΗΠΑ, στο αξίωμα της υπουργού Οικονομικών της κυβέρνησης του Τζο Μπάιντεν. Είναι η πρώτη γυναίκα που θα το αναλάβει. ",2021-01-26 02:28:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/janet-yellen-leyko-sakaki.jpg,ελλάδα,,GR
23, Εξομολόγηση Σοφίας Μπεκατώρου: Προσπάθησε να με πείσει πως δεν έγινε βιασμός ," Για την σεξουαλική κακοποίηση που δέχτηκε και τον τρόπο που την αντιμετώπισε με την πάροδο του χρόνου, μίλησε η Σοφία Μπεκατώρου. ",2021-01-26 02:08:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/sofia-bekatorou-maska-proedriko-megaro.jpg,ελλάδα,,GR
24, Κορωνοϊός: Τρόφιμοι σε οίκο ευγηρίας της Μαδρίτης έκαναν την δεύτερη δόση του εμβολίου και... ετοιμάζονται για ταξίδια , Οι τρόφιμοι ενός οίκου ευγηρίας στη Μαδρίτη έκαναν τη δεύτερη δόση του εμβολίου κατά του νέου κορωνοϊού και ορισμένοι εξ αυτών άρχισαν να σχεδιάζουν το πρώτο ταξίδι τους εδώ και μήνες. ,2021-01-26 01:09:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/trofimos-giatroi-emvolio-girokomeio-ispania.jpg,ελλάδα,,GR
25, Θεσσαλονίκη: Αγνωστοι προκάλεσαν ζημιές σε υποκατάστημα τράπεζας [εικόνες] , Αγνωστοι προκάλεσαν φθορές σε υποκατάστημα τράπεζας το βράδυ της Δευτέρας στην Νεάπολη Θεσσαλονίκης. ,2021-01-26 00:54:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/atm-zimies-neapoli-2.jpg,ελλάδα,,GR
26, ΗΠΑ: Ο Μπάιντεν βάζει στο χαρτονόμισμα των 20 δολαρίων το πρόσωπο ακτιβίστριας κατά της δουλείας ," Η κυβέρνηση του Τζο Μπάιντεν θα επανεκκινήσει το εμβληματικό σχέδιο έκδοσης χαρτονομίσματος 20 δολαρίων με το πρόσωπο της ακτιβίστριας κατά της δουλείας, Χάριετ Τάμπμαν, ένα σχέδιο που εγκαταλείφθηκε από την κυβέρνηση του Ντόναλντ Τραμπ, ανακοίνωσε σήμερα ο Λευκός Οίκος. ",2021-01-26 00:31:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/joe-biden-mikrofono-25-1-2021.jpg,ελλάδα,,GR
27, Χρηματιστήριο Νέας Υόρκης: Κλείσιμο με θετικό πρόσημο στον Nasdaq , Με μικτό πρόσημο έκλεισε σήμερα το Χρηματιστήριο της Νέας Υόρκης. ,2021-01-26 00:19:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/xrimatistis-othones_0.jpg,ελλάδα,,GR
28, Μπάιντεν: Ανησυχώ για τη μεταχείριση του Αλεξέι Ναβάλνι από τη Ρωσία ," Ο Τζο Μπάιντεν δήλωσε σήμερα ότι η Ουάσιγκτον ανησυχεί για τη μεταχείριση από τη Ρωσία του φυλακισμένου επικριτή του Κρεμλίνου, Αλεξέι Ναβάλνι, ενώ παράλληλα επιδιώκει την παράταση της συνθήκης New Start που έχει συνάψει με τη Μόσχα για τον περιορισμό των πυρηνικών εξοπλισμών. ",2021-01-25 23:53:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/biden-omilia_0.jpg,ρωσία,,RU
29, «Δυνητικά επικίνδυνες οι αλλαγές του καιρού» -Η πρόγνωση από τον Σάκη Αρναούτογλου [βίντεο] , Για το νέο κύμα κακοκαιρίας που αναμένεται από τα ξημερώματα της Τρίτης (26/1) αναφέρθηκε με ανάρτησή του στον προσωπικό του λογαριασμό ο Σάκης Αρναούτολου. ,2021-01-25 23:49:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/broxi-kakokairia-25-1-21.jpg,ελλάδα,,GR
30, Λευκός Οίκος: Ο πρόεδρος Μπάιντεν θα προσεγγίσει με «υπομονή» τις σχέσεις ΗΠΑ-Κίνας ," Οι Ηνωμένες Πολιτείες της Αμερικής βρίσκονται σε σοβαρό ανταγωνισμό με την Κίνα και ο πρόεδρος Τζο Μπάιντεν θέλει να προσεγγίσει τις σχέσεις της Ουάσιγκτον με το Πεκίνο με «υπομονή», δήλωσε σήμερα η εκπρόσωπος του Λευκού Οίκου, Τζεν Ψάκι. ",2021-01-25 23:45:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/psaki-jen.jpg,κίνα,,CN
31, Λιανεμπόριο: «Μου έχουν τρυπήσει όλα τα εσώρουχα» -Οι... πρωτότυπες δικαιολογίες πολιτών κατά τη διάρκεια των ελέγχων [βίντεο] ," Οι καταστηματάρχες σήκωσαν ρολά στα καταστήματά τους, με το λιανεμπόριο να ζωντανεύει ξανά μετά από 2,5 μήνες που παρέμενε κλειστό λόγω των μέτρων για την πανδημία. ",2021-01-25 23:40:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/ermoy-lianemporio-18-1-21.jpg,ελλάδα,,GR
32, Παναγιωτόπουλος: Ορόσημο η προμήθεια των γαλλικών αεροσκαφών Rafale , «Η προμήθεια των μαχητικών αεροσκαφών Rafale αποτελεί ορόσημο. Ποτέ ξανά οι διαπραγματεύσεις για ένα τόσο σύνθετο και μεγάλο εξοπλιστικό πρόγραμμα δεν ολοκληρώθηκαν τόσο γρήγορα και τόσο μεθοδικά». ,2021-01-25 23:37:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/panagiotopoulos-parly-grothies.jpg,ελλάδα,,GR
33, Εμβόλιο: Το «παράθυρο» κινδύνου μόλυνσης μεταξύ των δύο δόσεων -Οι προειδοποιήσεις των ειδικών ," Στο «παράθυρο» που μπορεί να βρει ο κορωνοϊός προκειμένου να μολύνει έναν άνθρωπο, παρότι έχει κάνει την πρώτη δόση του εμβολίου, αναφέρθηκε η πρόεδρος της Εθνικής Επιτροπής Εμβολιασμών, Μαρία Θεοδωρίδου. ",2021-01-25 23:31:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/nosokoma-thermometrisi-emboliasmos-kentro-kaminia.jpg,ελλάδα,,GR
34, Γώγος: Σε ποιους πρέπει να χορηγείται η κολχικίνη -Για ποιες μεταλλάξεις ανησυχούμε ," Απαντήσεις για τους ασθενείς στους οποίους πρέπει να χορηγείται η κολχικίνη, αλλά και για τις μεταλλάξεις τoυ ιού Covid-19 μίλησε ο καθηγητής Λοιμωξιολογίας και μέλος της επιτροπής για τον κορωνοϊό, Χαράλαμπος Γώγος. ",2021-01-25 23:20:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-09/kathigitis-loimoxiologias-xaralampos-gogos_0.jpg,ελλάδα,,GR
35, Δείπνο εργασίας Δένδια με Μπορέλ -Τουρκία και Ανατολική Μεσόγειος στο «μενού» , Δείπνο εργασίας είχαν μετά το Συμβούλιο Εξωτερικών Υποθέσεων της ΕΕ ο Νίκος Δένδιας και ο Ζοζέπ Μπορέλ. ,2021-01-25 23:13:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/dendias-borell-exo.jpg,τουρκία,,TR
36, Ολλανδία: Δεύτερη νύχτα ταραχών σε διαδηλώσεις κατά της απαγόρευσης κυκλοφορίας ," Για δεύτερη συνεχή νύχτα ξέσπασαν ﻿ταραχές σε αρκετές πόλεις στην Ολλανδία, μετά την επιβολή απαγόρευσης κυκλοφορίας το Σαββατοκύριακο για την καταπολέμηση της πανδημίας. ",2021-01-25 23:06:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/ollandia-lockdown.jpg,ολλανδία,,NL
37, Ισραήλ: Ενθαρρυντικά τα πρώτα στοιχεία από τους εμβολιασμούς στη χώρα ," Λιγότεροι από το 0,01% των ανθρώπων που έκαναν το εμβόλιο της Pfizer για τη νόσο Covid-19 προσβλήθηκαν από τον νέο κορωνοϊό σε διάστημα μεγαλύτερο της μίας εβδομάδας αφότου έλαβαν και τη δεύτερη δόση, σύμφωνα με στοιχεία της μεγαλύτερης ασφαλιστικής υπηρεσίας του Ισραήλ. ",2021-01-25 23:01:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/israel-emvolio_0.jpg,ισραήλ,,IL
38," Κορωνοϊός: «Η παραλλαγή του ιού έκανε τη μάχη κατά της πανδημίας δυσκολότερη», δηλώνει ο υπουργός Υγείας της Βρετανίας "," Η νέα, πιο μεταδοτική παραλλαγή του κορωνοϊού σημαίνει πως η βρετανική κυβέρνηση πρέπει να είναι περισσότερο προσεκτική στην άρση των περιορισμών του lockdown, δήλωσε ο Βρετανός υπουργός Υγείας, Ματ Χάνκοκ. ",2021-01-25 22:55:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-12/londino-bretania-koronoios-18-12-20.jpg,ελλάδα,,GR
39, Κορωνοϊός - ΗΠΑ: Παρατάθηκε η ταξιδιωτική απαγόρευση σε 26 χώρες της Ευρώπης -Ανάμεσά τους και η Ελλάδα , Ο πρόεδρος των ΗΠΑ Τζο Μπάιντεν υπέγραψε σήμερα το διάταγμα με το οποίο απαγορεύεται η είσοδος στη χώρα στους περισσότερους αλλοδαπούς οι οποίοι επισκέφθηκαν πρόσφατα τη Νότια Αφρική. ,2021-01-25 22:50:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/biden-ypografei-oval-grafeio.jpg,ελλάδα,,GR
40, Εμβολιάστηκε ο πεθερός του Αλμπερτ Μπουρλά στην Ελλάδα -Η συγκινητική ανάρτηση του CEO της Pfizer ," Μια συγκινητική ανάρτηση στον προσωπικό του λογαριασμό στο Facebook για τον εμβολιασμό του πεθερού του στην Ελλάδα έκανε o επικεφαλής της Pfizer, Αλμπερτ Μπουρλά. ",2021-01-25 22:40:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-11/albert-bourla-ceo-pfizer-emvolio_0.jpg,ελλάδα,,GR
41, Μόσιαλος: Εμβόλιο κορωνοϊού και θηλασμός -Τι ισχύει ," Στον εμβολιασμό των γυναικών που θηλάζουν αναφέρεται με νέα του ανάρτηση στο Facebook ο καθηγητής Πολιτικής Υγείας του LSE, Ηλίας Μόσιαλος. ",2021-01-25 22:38:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-08/mosialos-maska.jpg,ελλάδα,,GR
42, Η Κ. Σακελλαροπούλου υποδέχθηκε τον αντιπρόεδρο της κυβέρνησης Π. Πικραμμένο ," Η Πρόεδρος της Δημοκρατίας Κατερίνα Σακελλαροπούλου συναντήθηκε με τον αντιπρόεδρο της κυβέρνησης Παναγιώτη Πικραμμένο, ο οποίος την ενημέρωσε για θέματα αρμοδιότητάς του και ειδικότερα για τις μεταρρυθμίσεις στον χώρο της δικαιοσύνης και τις ανεξάρτητες αρχές. ",2021-01-25 22:15:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-08/sakellaropouloy-plai.jpg,ελλάδα,,GR
43, Επιστρεπτέα Προκαταβολή 5: Σε λειτουργία η πλατφόρμα «myBusinessSupport» -Η προθεσμία για τις αιτήσεις ," Σε λειτουργία τέθηκε σήμερα η εφαρμογή της ηλεκτρονικής πλατφόρμας «myBusinessSupport», της ΑΑΔΕ, μέσω της οποίας οι επιχειρήσεις που έχουν υποβάλει οριστική αίτηση εκδήλωσης ενδιαφέροντος για τον 5ο κύκλο της Επιστρεπτέας Προκαταβολής καλούνται να υποβάλουν αίτηση χορήγησης της χρηματοδοτικής ενίσχυσης. ",2021-01-25 22:05:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-05/epistreptea-prokataboli-22-5-20.jpg,ελλάδα,,GR
44, Τραγωδία στο Μάτι: Ευθύνες στην Πυροσβεστική επιρρίπτουν στελέχη της ΕΛ.ΑΣ. και της Τροχαίας ," «Οι δυνάμεις της Αστυνομίας και της Τροχαίας είχαν τη δυνατότητα να προχωρήσουν στην απομάκρυνση των πολιτών από τις φλεγόμενες περιοχές στο Μάτι και στο Νέο Βουτζά, όμως δεν υπήρξε η απαιτούμενη εισήγηση από τους επιτελείς της Πυροσβεστικής». ",2021-01-25 21:55:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/mati-fotia-diasostes.jpg,ελλάδα,,GR
45, Ντόρα Μπακογιάννη: Εξελέγη αντιπρόεδρος της Κοινοβουλευτικής Συνέλευσης του Συμβουλίου της Ευρώπης , Ως μία εκ των αντιπροέδρων της Κοινοβουλευτικής Συνέλευσης του Συμβουλίου της Ευρώπης εξελέγη σήμερα η Ντόρα Μπακογιάννη. ,2021-01-25 21:43:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-10/bakogianni-xamogelasti-skoularikia-fouskes.jpg,ελλάδα,,GR
46, Πλακιωτάκης: «Για πρώτη φορά από συστάσεως ελληνικού κράτους η νησιωτικότητα αντιμετωπίζεται με σαφές στρατηγικό σχέδιο» ," Την Τετάρτη εισάγεται στην ολομέλεια για συζήτηση και ψήφιση το νομοσχέδιο του υπουργείου Ναυτιλίας με τίτλο «Ολοκληρωμένη θαλάσσια πολιτική στον νησιωτικό χώρο, διατάξεις για συμμόρφωση με υποχρεώσεις διεθνούς ναυσιπλοΐας και την αναβάθμιση Λ.Σ-ΕΛ.ΑΚΤ και ειδικές ρυθμίσεις για την ψηφιοποίηση και εν γένει ενίσχυση της ανταγωνιστικότητας της ελληνικής ναυτιλίας στη μετα-COVID εποχή». ",2021-01-25 21:27:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-06/giannis-plakiotakis-vouli-xarti.jpg,ελλάδα,,GR
47, ΝΔ κατά ΚΙΝΑΛ για τα ηλεκτρικά αυτοκίνητα: Κακός σύμβουλος η αντιπολιτευτική φτώχεια ," Εντονα αντέδρασε η ΝΔ σε ανακοίνωση του ΚΙΝΑΛ για τη φράση του Κυριάκου Μητσοτάκη, αναφορικά με τα ηλεκτρικά αυτοκίνητα. ",2021-01-25 21:09:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/mitsotakis-ilektriko-amaxi.jpg,ελλάδα,,GR
48, Χατζηδάκης προς ΕΣΕΕ: Θα στηρίξουμε την αγορά εργασίας και μετά την πανδημία ," Τα μέτρα για τη στήριξη της αγοράς εργασίας την «επόμενη ημέρα» της πανδημίας του κορωνοϊού και η βελτιστοποίηση των προγραμμάτων επαγγελματικής κατάρτισης, θέματα που συνδέονται μεταξύ τους, έχοντας ως «κοινό παρονομαστή» τα κονδύλια από το Ταμείο Ανάκαμψης και το ΕΣΠΑ, βρέθηκαν στο επίκεντρο της τηλεδιάσκεψης του υπουργού Εργασίας Κωστή Χατζηδάκη με αντιπροσωπεία της Ελληνικής Συνομοσπονδίας Εμπορίου και Επιχειρηματικότητας. ",2021-01-25 20:53:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-10/kostis-xatzidakis-omilia.jpg,ελλάδα,,GR
49, Κορωνοϊός: Σχεδόν 94.000 νέα κρούσματα το Σαββατοκύριακο στην Ισπανία ," Οι αρχές της Ισπανίας ανακοίνωσαν ότι κατέγραψαν 93.822 νέα κρούσματα κορωνοϊού το Σαββατοκύριακο, αριθμός που συνιστά νέο ρεκόρ για τη χώρα. ",2021-01-25 20:49:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2021-01/ispania-koronoios-kosmos-polys-maska.jpg,ισπανία,,ES
50, Αυτή είναι η απόφαση για την Επιστρεπτέα Προκαταβολή [pdf] , Δημοσιεύτηκε στο ΦΕΚ η απόφαση για την επιστρεπτέα προκαταβολή. ,2021-01-25 20:45:00,https://www.iefimerida.gr/sites/default/files/styles/horizontal_rectangle_mob/public/2020-07/epistreptea-prokatavoli-gynaika_0.jpg,ελλάδα,,GR
